"ofabrico_sgp","ofabrico","encomenda","prf","cliente","cliente_nome","encomenda_sgp","prf_sgp","cliente_cod_sgp","cliente_nome_sgp"
830,"OFF-E0122/00120","EEF-E012203/00172","PRF-E0122/00172","100267","MEGA DISPOSABLES S.A.","EEF-E012203/00172","PRF-E0122/00172",100267,"MEGA DISPOSABLES S.A."
831,"OFF-E0122/00121","EEF-E012201/00027","PRF-E0122/00027","100234","NOVATIS S.A.","EEF-E012201/00027","PRF-E0122/00027",100234,"Novatis"
832,"OFF-E0122/00122","EEF-E012201/00001","PRF-E0122/00001","100234","NOVATIS S.A.","EEF-E012201/00001","PRF-E0122/00001",100234,"Novatis"
833,"OFF-E0122/00126","EEF-E012203/00176","PRF-E0122/00176","100228","Société d'Articles Hygiéniques","EEF-E012203/00176","PRF-E0122/00176",100228,"SAH"
834,"OFF-E0122/00132",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
836,"OFF-E0122/00123","EEF-E012203/00183","PRF-E0122/00183","100479","Drylock Technologies sro","EEF-E012203/00183","PRF-E0122/00183",100479,"Drylock Technologies sro"
838,"OFF-E0122/00126","EEF-E012203/00176","PRF-E0122/00176","100228","Société d'Articles Hygiéniques","EEF-E012203/00176","PRF-E0122/00176",100228,"SAH"
839,"OFF-E0122/00125","EEF-E012203/00176","PRF-E0122/00176","100228","Société d'Articles Hygiéniques","EEF-E012203/00176","PRF-E0122/00176",100228,"SAH"
840,"OFF-E0122/00124","EEF-E012203/00176","PRF-E0122/00176","100228","Société d'Articles Hygiéniques","EEF-E012203/00176","PRF-E0122/00176",100228,"SAH"
841,"OFF-E0122/00129","EEF-E012204/00202","PRF-E0122/00202","100479","Drylock Technologies sro","EEF-E012204/00202","PRF-E0122/00202",100479,"Drylock Technologies sro"
842,"OFF-E0122/00127","EEF-E012202/00171","PRF-E0122/00171","100501","Napco Consumer Products Co., ","EEF-E012202/00171","PRF-E0122/00171",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
843,"OFF-E0122/00128","EEF-E012202/00169","PRF-E0122/00169","100428","Sanita S.A.L. ","EEF-E012202/00169","PRF-E0122/00169",100428,"Sanita S.A.L."
844,NULL,NULL,NULL,NULL,NULL,"EEF-E012202/00169","PRF-E0122/00169",100428,"Sanita S.A.L."
845,"OFF-E0122/00133","EEF-E012204/00201","PRF-E0122/00201","100338","Pozzani Disposables S.p.A.","EEF-E012204/00201","PRF-E0122/00201",100338,"Pozzani Disposables S.p.A."
846,"OFF-E0122/00116","EEF-E012203/00179","PRF-E0122/00179","100269","CAN HYGIENE SPA","EEF-E012203/00179","PRF-E0122/00179",100269,"CAN HYGIENE"
847,"OFF-E0122/00134","EEF-E012203/00177","PRF-E0122/00177","100269","CAN HYGIENE SPA","EEF-E012203/00177","PRF-E0122/00177",100269,"CAN HYGIENE"
848,"OFF-E0122/00135","EEF-E012203/00178","PRF-E0122/00178","100269","CAN HYGIENE SPA","EEF-E012203/00178","PRF-E0122/00178",100269,"CAN HYGIENE"
850,"OFF-E0122/00121","EEF-E012201/00027","PRF-E0122/00027","100234","NOVATIS S.A.","EEF-E012201/00028","PRF-E0122/00028",100234,"Novatis"
851,"OFF-E0122/00137","EEF-E012201/00029","PRF-E0122/00029","100234","NOVATIS S.A.","EEF-E012201/00029","PRF-E0122/00029",100234,"Novatis"
852,"OFF-E0122/00138","EEF-E012202/00164","PRF-E0122/00164","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012202/00164","PRF-E0122/00164",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
853,"OFF-E0122/00139","EEF-E012203/00173","PRF-E0122/00173","100267","MEGA DISPOSABLES S.A.","EEF-E012203/00173","PRF-E0122/00173",100267,"MEGA DISPOSABLES S.A."
854,"OFF-E0122/00140","EEF-E012201/00002","PRF-E0122/00002","100234","NOVATIS S.A.","EEF-E012201/00002","PRF-E0122/00002",100234,"Novatis"
855,"OFF-E0122/00141","EEF-E012201/00030","PRF-E0122/00030","100234","NOVATIS S.A.","EEF-E012201/00030","PRF-E0122/00030",100234,"Novatis"
856,"OFF-E0122/00142","EEF-E012201/00031","PRF-E0122/00031","100234","NOVATIS S.A.","EEF-E012201/00031","PRF-E0122/00031",100234,"Novatis"
858,"OFF-E0122/00131","EEF-E012202/00165","PRF-E0122/00165","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012202/00165","PRF-E0122/00165",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
859,"OFF-E0122/00143","EEF-E012203/00174","PRF-E0122/00174","100267","MEGA DISPOSABLES S.A.","EEF-E012203/00174","PRF-E0122/00174",100267,"MEGA DISPOSABLES S.A."
860,"OFF-E0122/00148","EEF-E012204/00222","PRF-E0122/00222","100002","NUNEX Worldwide, S.A.","EEF-E012204/00222","PRF-E0122/00222",100002,"NUNEX"
861,"OFF-E0122/00145","EEF-E012203/00170","PRF-E0122/00170","100232","Abena Produktion A/S","EEF-E012203/00170","PRF-E0122/00170",100232,"ABENA"
865,"OFF-E0122/00147","EEF-E012204/00228","PRF-E0122/00228","100267","MEGA DISPOSABLES S.A.","EEF-E012204/00228","PRF-E0122/00228",100267,"MEGA DISPOSABLES S.A."
866,"OFF-E0122/00149","EEF-E012203/00175","PRF-E0122/00175","100267","MEGA DISPOSABLES S.A.","EEF-E012203/00175","PRF-E0122/00175",100267,"MEGA DISPOSABLES S.A."
867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
868,"OFF-E0122/00159",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
869,"OFF-E0122/00164","EEF-E012203/00181","PRF-E0122/00181","100269","CAN HYGIENE SPA","EEF-E012203/00181","PRF-E0122/00181",100269,"CAN HYGIENE"
870,"OFF-E0122/00152","EEF-E012203/00182","PRF-E0122/00182","100269","CAN HYGIENE SPA","EEF-E012203/00182","PRF-E0122/00182",100269,"CAN HYGIENE"
871,"OFF-E0122/00155","EEF-E012203/00180","PRF-E0122/00180","100269","CAN HYGIENE SPA","EEF-E012203/00180","PRF-E0122/00180",100269,"CAN HYGIENE"
873,"OFF-E0122/00153","EEF-E012201/00032","PRF-E0122/00032","100234","NOVATIS S.A.","EEF-E012201/00032","PRF-E0122/00032",100234,"Novatis"
874,"OFF-E0122/00154","EEF-E012201/00033","PRF-E0122/00033","100234","NOVATIS S.A.","EEF-E012201/00033","PRF-E0122/00033",100234,"Novatis"
875,"OFF-E0122/00156","EEF-E012204/00235","PRF-E0122/00235","100002","NUNEX Worldwide, S.A.","EEF-E012204/00235","PRF-E0122/00235",100002,"NUNEX"
877,"OFF-E0122/00170",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
879,"OFF-E0122/00150","EEF-E012202/00161","PRF-E0122/00161","100466","Drylock Technologies Ltd","EEF-E012202/00161","PRF-E0122/00161",100466,"Drylock Technologies Ltd"
880,"OFF-E0122/00130","EEF-E012202/00162","PRF-E0122/00162","100466","Drylock Technologies Ltd","EEF-E012202/00162","PRF-E0122/00162",100466,"Drylock Technologies Ltd"
889,"OFF-E0122/00160","EEF-E012203/00184","PRF-E0122/00184","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012203/00184","PRF-E0122/00184",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
891,"OFF-E0122/00161","EEF-E012204/00229","PRF-E0122/00229","100396","CEPRO SPA  CELLULOSE PROCESSING","EEF-E012204/00229","PRF-E0122/00229",100396,"CEPRO"
892,"OFF-E0122/00162","EEF-E012201/00034","PRF-E0122/00034","100234","NOVATIS S.A.","EEF-E012201/00034","PRF-E0122/00034",100234,"Novatis"
893,"OFF-E0122/00172","EEF-E012201/00035","PRF-E0122/00035","100234","NOVATIS S.A.","EEF-E012201/00035","PRF-E0122/00035",100234,"Novatis"
894,"OFF-E0122/00173","EEF-E012201/00036","PRF-E0122/00036","100234","NOVATIS S.A.","EEF-E012201/00036","PRF-E0122/00036",100234,"Novatis"
895,"OFF-E0122/00163","EEF-E012204/00210","PRF-E0122/00210","100269","CAN HYGIENE SPA","EEF-E012204/00210","PRF-E0122/00210",100269,"CAN HYGIENE"
896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
897,"OFF-E0122/00170",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,"OFF-E0122/00176","EEF-E012204/00211","PRF-E0122/00211","100269","CAN HYGIENE SPA","EEF-E012204/00213","PRF-E0122/00213",100269,"CAN HYGIENE"
899,"OFF-E0122/00183",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901,"OFF-E0122/00165","EEF-E012203/00185","PRF-E0122/00185","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012203/00185","PRF-E0122/00185",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
908,"OFF-E0122/00199","EEF-E012204/00217","PRF-E0122/00217","100269","CAN HYGIENE SPA","EEF-E012204/00217","PRF-E0122/00217",100269,"CAN HYGIENE"
909,"OFF-E0122/00157","EEF-E012203/00191","PRF-E0122/00191","100428","Sanita S.A.L. ","EEF-E012203/00191","PRF-E0122/00191",100428,"Sanita S.A.L."
910,"OFF-E0122/00175","EEF-E012204/00196","PRF-E0122/00196","100501","Napco Consumer Products Co., ","EEF-E012204/00196","PRF-E0122/00196",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
911,"OFF-E0122/00167","EEF-E012204/00218","PRF-E0122/00218","100267","MEGA DISPOSABLES S.A.","EEF-E012204/00218","PRF-E0122/00218",100267,"MEGA DISPOSABLES S.A."
912,"OFF-E0122/00174","EEF-E012203/00186","PRF-E0122/00186","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012203/00186","PRF-E0122/00186",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
913,"OFF-E0122/00166","EEF-E012203/00187","PRF-E0122/00187","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012203/00187","PRF-E0122/00187",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
914,"OFF-E0122/00168","EEF-E012201/00037","PRF-E0122/00037","100234","NOVATIS S.A.","EEF-E012201/00037","PRF-E0122/00037",100234,"Novatis"
915,"OFF-E0122/00169","EEF-E012201/00003","PRF-E0122/00003","100234","NOVATIS S.A.","EEF-E012201/00003","PRF-E0122/00003",100234,"Novatis"
916,"OFF-E0122/00177","EEF-E012201/00004","PRF-E0122/00004","100234","NOVATIS S.A.","EEF-E012201/00004","PRF-E0122/00004",100234,"Novatis"
919,"OFF-E0122/00189",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,"OFF-E0122/00187","EEF-E012204/00219","PRF-E0122/00219","100267","MEGA DISPOSABLES S.A.","EEF-E012205/00256","PRF-E0122/00256",100267,"MEGA DISPOSABLES S.A."
923,"OFF-E0122/00171","EEF-E012204/00230","PRF-E0122/00230","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012204/00230","PRF-E0122/00230",100396,"CEPRO"
924,"OFF-E0122/00182","EEF-E012204/00208","PRF-E0122/00208","100269","CAN HYGIENE SPA","EEF-E012204/00208","PRF-E0122/00208",100269,"CAN HYGIENE"
925,"OFF-E0122/00180","EEF-E012204/00206","PRF-E0122/00206","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00206","PRF-E0122/00206",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
926,"OFF-E0122/00181","EEF-E012204/00207","PRF-E0122/00207","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00207","PRF-E0122/00207",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
927,"OFF-E0122/00183",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
929,"OFF-E0122/00185","EEF-E012204/00213","PRF-E0122/00213","100269","CAN HYGIENE SPA","EEF-E012204/00213","PRF-E0122/00213",100269,"CAN HYGIENE"
931,"OFF-E0122/00186","EEF-E012201/00038","PRF-E0122/00038","100234","NOVATIS S.A.","EEF-E012201/00038","PRF-E0122/00038",100234,"Novatis"
932,"OFF-E0122/00192","EEF-E012201/00039","PRF-E0122/00039","100234","NOVATIS S.A.","EEF-E012201/00039","PRF-E0122/00039",100234,"Novatis"
933,NULL,NULL,NULL,NULL,NULL,"EEF-E012204/00219","PRF-E0122/00219",100267,"MEGA DISPOSABLES S.A."
934,"OFF-E0122/00194","EEF-E012205/00256","PRF-E0122/00256","100267","MEGA DISPOSABLES S.A.","EEF-E012205/00256","PRF-E0122/00256",100267,"MEGA DISPOSABLES S.A."
936,"OFF-E0122/00195","EEF-E012204/00209","PRF-E0122/00209","100269","CAN HYGIENE SPA","EEF-E012204/00209","PRF-E0122/00209",100269,"CAN HYGIENE"
937,"OFF-E0122/00176","EEF-E012204/00211","PRF-E0122/00211","100269","CAN HYGIENE SPA","EEF-E012204/00211","PRF-E0122/00211",100269,"CAN HYGIENE"
938,"OFF-E0122/00188","EEF-E012205/00236","PRF-E0122/00236","100232","Abena Produktion A/S","EEF-E012205/00236","PRF-E0122/00236",100232,"ABENA"
942,"OFF-E0122/00196","EEF-E012201/00040","PRF-E0122/00040","100234","NOVATIS S.A.","EEF-E012201/00040","PRF-E0122/00040",100234,"Novatis"
943,"OFF-E0122/00197","EEF-E012201/00005","PRF-E0122/00005","100234","NOVATIS S.A.","EEF-E012201/00005","PRF-E0122/00005",100234,"Novatis"
944,"OFF-E0122/00190","EEF-E012203/00189","PRF-E0122/00189","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012203/00189","PRF-E0122/00189",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
945,"OFF-E0122/00201","EEF-E012204/00220","PRF-E0122/00220","100267","MEGA DISPOSABLES S.A.","EEF-E012204/00220","PRF-E0122/00220",100267,"MEGA DISPOSABLES S.A."
946,"OFF-E0122/00199","EEF-E012204/00217","PRF-E0122/00217","100269","CAN HYGIENE SPA","EEF-E012204/00217","PRF-E0122/00217",100269,"CAN HYGIENE"
947,"OFF-E0122/00202","EEF-E012205/00258","PRF-E0122/00258","100354","PAUL HARTMANN AG","EEF-E012205/00258","PRF-E0122/00258",100354,"PAUL HARTMANN AG"
948,"OFF-E0122/00200","EEF-E012204/00200"," ","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00200","PRF-E0122/00200",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
949,"OFF-E0122/00203","EEF-E012201/00041","PRF-E0122/00041","100234","NOVATIS S.A.","EEF-E012201/00041","PRF-E0122/00041",100234,"Novatis"
950,"OFF-E0122/00204","EEF-E012201/00006","PRF-E0122/00006","100234","NOVATIS S.A.","EEF-E012201/00006","PRF-E0122/00006",100234,"Novatis"
951,"OFF-E0122/00205","EEF-E012204/00197","PRF-E0122/00197","100338","Pozzani Disposables S.p.A.","EEF-E012204/00197","PRF-E0122/00197",100338,"Pozzani Disposables S.p.A."
957,"OFF-E0122/00206","EEF-E012202/00163","PRF-E0122/00163","100466","Drylock Technologies Ltd","EEF-E012202/00163","PRF-E0122/00163",100466,"Drylock Technologies Ltd"
958,"OFF-E0122/00207","EEF-E012205/00259","PRF-E0122/00259","100479","Drylock Technologies sro","EEF-E012205/00259","PRF-E0122/00259",100479,"Drylock Technologies sro"
959,"OFF-E0122/00208","EEF-E012203/00188","PRF-E0122/00188","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012203/00188","PRF-E0122/00188",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
962,"OFF-E0122/00209","EEF-E012204/00221","PRF-E0122/00221","100267","MEGA DISPOSABLES S.A.","EEF-E012204/00221","PRF-E0122/00221",100267,"MEGA DISPOSABLES S.A."
963,"OFF-E0122/00210","EEF-E012112/00322","PRF-E0121/00322","100241","SANCELLA SA","EEF-E012112/00322","PRF-E0121/00322",100241,"SANCELLA SA"
966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
968,"OFF-E0122/00317",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
970,"OFF-E0122/00158","EEF-E012204/00212","PRF-E0122/00212","100269","CAN HYGIENE SPA","EEF-E012204/00212","PRF-E0122/00212",100269,"CAN HYGIENE"
971,"OFF-E0122/00219","EEF-E012204/00214","PRF-E0122/00214","100269","CAN HYGIENE SPA","EEF-E012204/00214","PRF-E0122/00214",100269,"CAN HYGIENE"
972,"OFF-E0122/00199","EEF-E012204/00217","PRF-E0122/00217","100269","CAN HYGIENE SPA","EEF-E012204/00217","PRF-E0122/00217",100269,"CAN HYGIENE"
973,"OFF-E0122/00216","EEF-E012204/00204","PRF-E0122/00204","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00204","PRF-E0122/00204",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
974,"OFF-E0122/00217","EEF-E012204/00234","PRF-E0122/00234","100228","Société d'Articles Hygiéniques","EEF-E012204/00234","PRF-E0122/00234",100228,"SAH"
975,"OFF-E0122/00218","EEF-E012204/00234","PRF-E0122/00234","100228","Société d'Articles Hygiéniques","EEF-E012204/00234","PRF-E0122/00234",100228,"SAH"
976,"OFF-E0122/00213","EEF-E012204/00203","PRF-E0122/00203","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00203","PRF-E0122/00203",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
980,"OFF-E0122/00315",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
981,"OFF-E0122/00214","EEF-E012201/00042","PRF-E0122/00042","100234","NOVATIS S.A.","EEF-E012201/00042","PRF-E0122/00042",100234,"Novatis"
982,"OFF-E0122/00220","EEF-E012201/00007","PRF-E0122/00007","100234","NOVATIS S.A.","EEF-E012201/00007","PRF-E0122/00007",100234,"Novatis"
983,"OFF-E0122/00221","EEF-E012204/00198","PRF-E0122/00198","100338","Pozzani Disposables S.p.A.","EEF-E012204/00198","PRF-E0122/00198",100338,"Pozzani Disposables S.p.A."
984,"OFF-E0122/00223","EEF-E012204/00205","PRF-E0122/00205","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00205","PRF-E0122/00205",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
985,"OFF-E0122/00212","EEF-E012204/00215","PRF-E0122/00215","100269","CAN HYGIENE SPA","EEF-E012204/00215","PRF-E0122/00215",100269,"CAN HYGIENE"
986,"OFF-E0122/00211","EEF-E012204/00216","PRF-E0122/00216","100269","CAN HYGIENE SPA","EEF-E012204/00216","PRF-E0122/00216",100269,"CAN HYGIENE"
988,"OFF-E0122/00273",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
989,"OFF-E0122/00224","EEF-E012204/00223","PRF-E0122/00223","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00223","PRF-E0122/00223",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
990,"OFF-E0122/00215","EEF-E012205/00237","PRF-E0122/00237","100267","MEGA DISPOSABLES S.A.","EEF-E012205/00237","PRF-E0122/00237",100267,"MEGA DISPOSABLES S.A."
991,"OFF-E0122/00225","EEF-E012205/00238","PRF-E0122/00238","100267","MEGA DISPOSABLES S.A.","EEF-E012205/00238","PRF-E0122/00238",100267,"MEGA DISPOSABLES S.A."
992,"OFF-E0122/00226","EEF-E012204/00224","PRF-E0122/00224","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00224","PRF-E0122/00224",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
993,"OFF-E0122/00227","EEF-E012204/00225","PRF-E0122/00225","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00225","PRF-E0122/00225",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
994,"OFF-E0122/00228","EEF-E012205/00247","PRF-E0122/00247","100232","Abena Produktion A/S","EEF-E012205/00247","PRF-E0122/00247",100232,"ABENA"
995,"OFF-E0122/00229","EEF-E012205/00243","PRF-E0122/00243","100269","CAN HYGIENE SPA","EEF-E012205/00243","PRF-E0122/00243",100269,"CAN HYGIENE"
996,"OFF-E0122/00230","EEF-E012205/00244","PRF-E0122/00244","100269","CAN HYGIENE SPA","EEF-E012205/00244","PRF-E0122/00244",100269,"CAN HYGIENE"
997,"OFF-E0122/00246","EEF-E012206/00281","PRF-E0122/00281","100621","YONAN INTERNATIONAL FZE","EEF-E012206/00281","PRF-E0122/00281",100621,"YONAN INTERNATIONAL FZE"
999,"OFF-E0122/00232","EEF-E012207/00285","PRF-E0122/00285","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00285","PRF-E0122/00285",100267,"MEGA DISPOSABLES S.A."
1000,"OFF-E0122/00233","EEF-E012201/00043","PRF-E0122/00043","100234","NOVATIS S.A.","EEF-E012201/00043","PRF-E0122/00043",100234,"Novatis"
1001,"OFF-E0122/00235","EEF-E012201/00044","PRF-E0122/00044","100234","NOVATIS S.A.","EEF-E012201/00044","PRF-E0122/00044",100234,"Novatis"
1002,"OFF-E0122/00234","EEF-E012201/00008","PRF-E0122/00008","100234","NOVATIS S.A.","EEF-E012201/00008","PRF-E0122/00008",100234,"Novatis"
1003,"OFF-E0122/00236","EEF-E012204/00232","PRF-E0122/00232","100501","Napco Consumer Products Co., ","EEF-E012204/00232","PRF-E0122/00232",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
1004,"OFF-E0122/00236"," ",NULL,NULL,NULL,"EEF-E012204/00232","PRF-E0122/00232",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
1005,"OFF-E0122/00239","EEF-E012204/00226","PRF-E0122/00226","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00226","PRF-E0122/00226",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1006,"OFF-E0122/00238","EEF-E012204/00225","PRF-E0122/00225","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00225","PRF-E0122/00225",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1007,"OFF-E0122/00237","EEF-E012204/00224","PRF-E0122/00224","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00224","PRF-E0122/00224",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1008,"OFF-E0122/00240","EEF-E012207/00286","PRF-E0122/00286","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00286","PRF-E0122/00286",100267,"MEGA DISPOSABLES S.A."
1009,"OFF-E0122/00242","EEF-E012204/00199","PRF-E0122/00199","100338","Pozzani Disposables S.p.A.","EEF-E012204/00199","PRF-E0122/00199",100338,"Pozzani Disposables S.p.A."
1010,"OFF-E0122/00243","EEF-E012201/00045","PRF-E0122/00045","100234","NOVATIS S.A.","EEF-E012201/00045","PRF-E0122/00045",100234,"Novatis"
1011,"OFF-E0122/00244","EEF-E012201/00046","PRF-E0122/00046","100234","NOVATIS S.A.","EEF-E012201/00046","PRF-E0122/00046",100234,"Novatis"
1012,"OFF-E0122/00245","EEF-E012201/00047","PRF-E0122/00047","100234","NOVATIS S.A.","EEF-E012201/00047","PRF-E0122/00047",100234,"Novatis"
1013,"OFF-E0122/00247","EEF-E012204/00227","PRF-E0122/00227","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012204/00227","PRF-E0122/00227",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1014,"OFF-E0122/00248","EEF-E012205/00249","PRF-E0122/00249","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012205/00249","PRF-E0122/00249",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1015,"OFF-E0122/00194","EEF-E012207/00287","PRF-E0122/00287","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00287","PRF-E0122/00287",100267,"MEGA DISPOSABLES S.A."
1016,"OFF-E0122/00250","EEF-E012207/00287","PRF-E0122/00287","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00287","PRF-E0122/00287",100267,"MEGA DISPOSABLES S.A."
1017,"OFF-E0122/00252",NULL,NULL,NULL,NULL,"EEF-E012205/00245","PRF-E0122/00245",100269,"CAN HYGIENE"
1018,"OFF-E0122/00253","EEF-E012205/00246","PRF-E0122/00246","100269","CAN HYGIENE SPA","EEF-E012205/00246","PRF-E0122/00246",100269,"CAN HYGIENE"
1019,"OFF-E0122/00260","EEF-E012206/00282","PRF-E0122/00282","100621","YONAN INTERNATIONAL FZE","EEF-E012206/00282","PRF-E0122/00282",100621,"YONAN INTERNATIONAL FZE"
1020,"OFF-E0122/00254","EEF-E012207/00288","PRF-E0122/00288","100267","MEGA DISPOSABLES S.A.","EEF-E012207/00288","PRF-E0122/00288",100267,"MEGA DISPOSABLES S.A."
1022,"OFF-E0122/00255","EEF-E012204/00233","PRF-E0122/00233","100501","Napco Consumer Products Co., ","EEF-E012204/00233","PRF-E0122/00233",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
1023,"OFF-E0122/00256","EEF-E012201/00048","PRF-E0122/00048","100234","NOVATIS S.A.","EEF-E012201/00048","PRF-E0122/00048",100234,"Novatis"
1024,"OFF-E0122/00257","EEF-E012201/00049","PRF-E0122/00049","100234","NOVATIS S.A.","EEF-E012201/00049","PRF-E0122/00049",100234,"Novatis"
1025,"OFF-E0122/00258","EEF-E012201/00050","PRF-E0122/00050","100234","NOVATIS S.A.","EEF-E012201/00050","PRF-E0122/00050",100234,"Novatis"
1027,"OFF-E0122/00259","EEF-E012205/00248","PRF-E0122/00248","100428","Sanita S.A.L. ","EEF-E012205/00248","PRF-E0122/00248",100428,"Sanita S.A.L."
1028,"OFF-E0122/00261","EEF-E012205/00248","PRF-E0122/00248","100428","Sanita S.A.L. ","EEF-E012205/00248","PRF-E0122/00248",100428,"Sanita S.A.L."
1029,"OFF-E0122/00263","EEF-E012205/00250","PRF-E0122/00250","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012205/00250","PRF-E0122/00250",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1030,"OFF-E0122/00264","EEF-E012205/00251","PRF-E0122/00251","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012205/00251","PRF-E0122/00251",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
1036,"OFF-E0122/00265","EEF-E012205/00255","PRF-E0122/00255","100466","Drylock Technologies Ltd","EEF-E012205/00255","PRF-E0122/00255",100466,"Drylock Technologies Ltd"
1037,"OFF-E0122/00231","EEF-E012205/00254","PRF-E0122/00254","100466","Drylock Technologies Ltd","EEF-E012205/00254","PRF-E0122/00254",100466,"Drylock Technologies Ltd"
1038,"OFF-E0122/00269","EEF-E012201/00051","PRF-E0122/00051","100234","NOVATIS S.A.","EEF-E012201/00051","PRF-E0122/00051",100234,"Novatis"
1039,"OFF-E0122/00266","EEF-E012201/00052","PRF-E0122/00052","100234","NOVATIS S.A.","EEF-E012201/00052","PRF-E0122/00052",100234,"Novatis"
1041,"OFF-E0122/00276","EEF-E012206/00283","PRF-E0122/00283","100621","YONAN INTERNATIONAL FZE","EEF-E012206/00283","PRF-E0122/00283",100621,"YONAN INTERNATIONAL FZE"
